label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.5937995910644531,0.798356294631958,-7.649077247151581e-07,0.5039336681365967,0.740276038646698,-0.01919313706457615,0.4441831707954407,0.6310117244720459,-0.027274789288640022,0.42617034912109375,0.5269165635108948,-0.03983166813850403,0.42378780245780945,0.4407535195350647,-0.04693617671728134,0.4786031246185303,0.5369980335235596,0.016385691240429878,0.4681294560432434,0.45799657702445984,-0.027601858600974083,0.47137635946273804,0.5391140580177307,-0.053391024470329285,0.47805681824684143,0.6038080453872681,-0.062267452478408813,0.5316774249076843,0.5353504419326782,0.007641332224011421,0.5174790620803833,0.44723203778266907,-0.03888918086886406,0.5156654715538025,0.5499762892723083,-0.05200831964612007,0.5217708349227905,0.6160060167312622,-0.04611789435148239,0.584496796131134,0.545508623123169,-0.009426732547581196,0.5713334083557129,0.4761478900909424,-0.05449473112821579,0.5630630254745483,0.5798963308334351,-0.043935343623161316,0.5645614862442017,0.6429010629653931,-0.02126280404627323,0.6387411952018738,0.5655866861343384,-0.02851342223584652,0.6180375218391418,0.5093457698822021,-0.05137547850608826,0.6056575775146484,0.5798150300979614,-0.03592735156416893,0.6055304408073425,0.6270954608917236,-0.015391678549349308
A,0.7301660776138306,0.617581844329834,-5.512675897989538e-07,0.6394152641296387,0.56512451171875,-0.029493199661374092,0.5773663520812988,0.46282529830932617,-0.03758135810494423,0.5613433718681335,0.35188326239585876,-0.048233963549137115,0.5653408169746399,0.2674948573112488,-0.05199848487973213,0.6084840297698975,0.36824196577072144,0.02593708410859108,0.6147326231002808,0.2903744578361511,-0.02158721536397934,0.6250292062759399,0.3617250621318817,-0.05301399528980255,0.626325786113739,0.42115330696105957,-0.06504502892494202,0.6639406681060791,0.3632618486881256,0.02278023399412632,0.6653245687484741,0.2747795581817627,-0.03052215278148651,0.6694811582565308,0.3711985647678375,-0.052267417311668396,0.6663119792938232,0.4338426887989044,-0.050141192972660065,0.7149225473403931,0.37168511748313904,0.009310235269367695,0.7214513421058655,0.3086864948272705,-0.043462853878736496,0.7174986004829407,0.40592652559280396,-0.03967501223087311,0.7084559202194214,0.4635460078716278,-0.01847901940345764,0.7643924355506897,0.39159849286079407,-0.006989473942667246,0.7691890001296997,0.34050124883651733,-0.03480321168899536,0.7598565816879272,0.40519267320632935,-0.023298701271414757,0.7473203539848328,0.44748759269714355,-0.003748880000784993
A,0.42774662375450134,0.5861179232597351,-8.728184184292331e-07,0.33206313848495483,0.5395411252975464,-0.01354615855962038,0.2587812542915344,0.42957887053489685,-0.019302109256386757,0.2324473112821579,0.323528528213501,-0.03155416250228882,0.22413580119609833,0.23189431428909302,-0.039286039769649506,0.2903825640678406,0.31986892223358154,0.02228626422584057,0.26621001958847046,0.2413116693496704,-0.02322729304432869,0.26995688676834106,0.32641953229904175,-0.05056670308113098,0.28535354137420654,0.4020845293998718,-0.05935858562588692,0.34410804510116577,0.31152641773223877,0.010395703837275505,0.31252068281173706,0.22648626565933228,-0.03364870324730873,0.31541597843170166,0.33024513721466064,-0.046094052493572235,0.33477234840393066,0.3999803960323334,-0.03986077755689621,0.4019584357738495,0.31476470828056335,-0.009926078841090202,0.37178799510002136,0.2401532232761383,-0.05326780304312706,0.37302350997924805,0.34778615832328796,-0.040590208023786545,0.38939398527145386,0.4166299104690552,-0.016755813732743263,0.4651663303375244,0.3291667401790619,-0.032051149755716324,0.4269418716430664,0.2662149667739868,-0.055564720183610916,0.4211069345474243,0.3434770703315735,-0.03837906941771507,0.4335506856441498,0.39931347966194153,-0.016079377382993698
A,0.4682646095752716,0.6010808944702148,-8.47210515075858e-07,0.3698131740093231,0.546696126461029,-0.006733702961355448,0.30296790599823,0.4428769648075104,-0.009221642278134823,0.2774207592010498,0.33969664573669434,-0.01852405071258545,0.26765143871307373,0.25351667404174805,-0.024561123922467232,0.34000736474990845,0.3443630337715149,0.025378087535500526,0.3220154345035553,0.2690584063529968,-0.012378459796309471,0.32225996255874634,0.3425237834453583,-0.03826206922531128,0.3324497938156128,0.4105372428894043,-0.04879343882203102,0.3918815851211548,0.3367810547351837,0.011866556480526924,0.3662842810153961,0.256122350692749,-0.022746801376342773,0.36699724197387695,0.34621915221214294,-0.034976668655872345,0.38159820437431335,0.41524046659469604,-0.03317569941282272,0.4476116895675659,0.34011995792388916,-0.008427903056144714,0.421193391084671,0.26973775029182434,-0.041295722126960754,0.41889676451683044,0.3628334105014801,-0.028632353991270065,0.43047088384628296,0.4285990297794342,-0.009859757497906685,0.5089500546455383,0.35672712326049805,-0.03032982349395752,0.47617754340171814,0.29553502798080444,-0.046805478632450104,0.46778324246406555,0.36675041913986206,-0.029049860313534737,0.4758530855178833,0.4201299548149109,-0.009718140587210655
A,0.52809739112854,0.6259152889251709,-7.491166229556256e-07,0.4338156580924988,0.5796723365783691,-0.020089194178581238,0.36245742440223694,0.47072216868400574,-0.027540093287825584,0.3349090814590454,0.3596050441265106,-0.039410997182130814,0.33816802501678467,0.2660868763923645,-0.045784562826156616,0.3946109712123871,0.3753838837146759,0.01802690513432026,0.3845512270927429,0.2943573296070099,-0.026075078174471855,0.3933403789997101,0.3681064546108246,-0.053642962127923965,0.4045265316963196,0.43404296040534973,-0.064267598092556,0.44735458493232727,0.36486950516700745,0.00947432778775692,0.43031400442123413,0.26949256658554077,-0.03485199809074402,0.4369897246360779,0.36341145634651184,-0.04835379496216774,0.4503636360168457,0.4333926737308502,-0.04377545043826103,0.503412127494812,0.3677876889705658,-0.007778386119753122,0.48939716815948486,0.28568732738494873,-0.05123985558748245,0.48862314224243164,0.3853469789028168,-0.04053768888115883,0.49475517868995667,0.4549699127674103,-0.01871619187295437,0.564375102519989,0.38312727212905884,-0.027452001348137856,0.5451739430427551,0.31782054901123047,-0.05083588510751724,0.5366246700286865,0.3869650661945343,-0.03638247400522232,0.5379171967506409,0.44110357761383057,-0.01706421747803688
A,0.5616691708564758,0.6362898945808411,-7.626209708178067e-07,0.47207319736480713,0.5909023880958557,-0.02209479548037052,0.40628930926322937,0.47673696279525757,-0.030056705698370934,0.38698700070381165,0.3672076463699341,-0.0410144105553627,0.38144344091415405,0.2795115113258362,-0.04570164903998375,0.4329873323440552,0.3788398206233978,0.008263438008725643,0.4268762469291687,0.2935202121734619,-0.039640769362449646,0.4328592121601105,0.38127589225769043,-0.06495922058820724,0.441444993019104,0.4473847448825836,-0.07294310629367828,0.48895010352134705,0.37194544076919556,-0.0005684751668013632,0.4780482351779938,0.2736685574054718,-0.051881782710552216,0.48032715916633606,0.38275769352912903,-0.06315871328115463,0.49046024680137634,0.4473428726196289,-0.05472034588456154,0.5458902716636658,0.3801766335964203,-0.017696592956781387,0.536112368106842,0.3038584887981415,-0.06553313881158829,0.5339840054512024,0.41441109776496887,-0.04912956804037094,0.5379450917243958,0.47321265935897827,-0.02221655659377575,0.6042454242706299,0.3989139199256897,-0.037201836705207825,0.5875815153121948,0.3404756188392639,-0.06044784560799599,0.5806642770767212,0.4154891073703766,-0.04098048433661461,0.581721842288971,0.4554096460342407,-0.01762521266937256
A,0.5921685695648193,0.6247439384460449,-6.572431630047504e-07,0.5007488131523132,0.576835036277771,-0.022950975224375725,0.4350984990596771,0.46847087144851685,-0.03240988403558731,0.4145541191101074,0.3620842695236206,-0.0453186072409153,0.41601330041885376,0.27540120482444763,-0.05247856676578522,0.4635692238807678,0.37737077474594116,0.012273584492504597,0.4594903588294983,0.2950260043144226,-0.03399193659424782,0.47064268589019775,0.37349966168403625,-0.06206199526786804,0.4792870879173279,0.44112616777420044,-0.07243459671735764,0.5216490030288696,0.3713061213493347,0.0039798724465072155,0.5126329660415649,0.2734631896018982,-0.04707254096865654,0.5176483392715454,0.37361907958984375,-0.06299718469381332,0.5240891575813293,0.44738447666168213,-0.05764517933130264,0.5787057280540466,0.3798314034938812,-0.012653203681111336,0.5728563666343689,0.30474790930747986,-0.06096828356385231,0.5707448720932007,0.4085814654827118,-0.051063913851976395,0.5692228674888611,0.4756599962711334,-0.02781025879085064,0.6359634399414062,0.3995424807071686,-0.031485360115766525,0.6255643963813782,0.34378570318222046,-0.05643089860677719,0.6186584234237671,0.4122031629085541,-0.04125390574336052,0.6147207021713257,0.4572461247444153,-0.020555781200528145
A,0.6447964906692505,0.6334920525550842,-7.398028856187011e-07,0.55256187915802,0.5832008123397827,-0.0239859726279974,0.48964008688926697,0.4729129374027252,-0.03140733391046524,0.47364145517349243,0.36160963773727417,-0.0418500117957592,0.47981104254722595,0.2750955820083618,-0.04605855792760849,0.525955080986023,0.37802624702453613,0.018732767552137375,0.5304440259933472,0.2973083257675171,-0.0265884418040514,0.5361430048942566,0.37796053290367126,-0.053168755024671555,0.5391174554824829,0.4412025213241577,-0.06252367049455643,0.5803758502006531,0.3723013997077942,0.012131502851843834,0.5793057680130005,0.2862025499343872,-0.034918878227472305,0.5826780200004578,0.390470951795578,-0.0478309765458107,0.5870599746704102,0.452021986246109,-0.0416770838201046,0.6335199475288391,0.3800671100616455,-0.003969129174947739,0.6337540149688721,0.3158848285675049,-0.05004863440990448,0.6316854357719421,0.4189445376396179,-0.038031239062547684,0.6307232975959778,0.4741666615009308,-0.014578599482774734,0.6883346438407898,0.4002322256565094,-0.02276507019996643,0.6824935674667358,0.3484930992126465,-0.04628773778676987,0.6769499182701111,0.4203730523586273,-0.030004706233739853,0.6747987866401672,0.46072977781295776,-0.00900812167674303
A,0.6842304468154907,0.6234057545661926,-6.575550628440396e-07,0.5925949811935425,0.573366641998291,-0.02369105815887451,0.5296562910079956,0.46641674637794495,-0.032266270369291306,0.5126481056213379,0.354083776473999,-0.0434676818549633,0.5234817862510681,0.2701265811920166,-0.048484984785318375,0.5684324502944946,0.3774093985557556,0.017299029976129532,0.5751139521598816,0.29451265931129456,-0.026259219273924828,0.5851398706436157,0.36775094270706177,-0.055022940039634705,0.5883839130401611,0.4334607720375061,-0.06678879261016846,0.6230905652046204,0.3737146258354187,0.01155476737767458,0.627335250377655,0.28844690322875977,-0.03400309011340141,0.6343701481819153,0.38567227125167847,-0.04962974414229393,0.6351594924926758,0.4553419053554535,-0.04670506715774536,0.6744735836982727,0.3826642632484436,-0.002987990388646722,0.6801226139068604,0.32162413001060486,-0.04599525406956673,0.6799250245094299,0.4151669442653656,-0.036462340503931046,0.6744893789291382,0.47618013620376587,-0.016104428097605705,0.7248340249061584,0.4038415253162384,-0.020267115905880928,0.7256346344947815,0.35566094517707825,-0.04224349185824394,0.721504807472229,0.4194197356700897,-0.02766667865216732,0.7162927389144897,0.4615013301372528,-0.008792949840426445
A,0.7291097044944763,0.6498584151268005,-5.907664331061824e-07,0.6430004239082336,0.5924171805381775,-0.028259163722395897,0.586401104927063,0.4894249141216278,-0.036957696080207825,0.5725306868553162,0.37891343235969543,-0.0475439727306366,0.5796524286270142,0.2935715913772583,-0.052037980407476425,0.624311625957489,0.3964463472366333,0.02569049410521984,0.6370767951011658,0.32981425523757935,-0.019768990576267242,0.6433745622634888,0.3991920053958893,-0.051341574639081955,0.6427313685417175,0.46082615852355957,-0.06414047628641129,0.6776334047317505,0.3950629234313965,0.022083377465605736,0.6852172017097473,0.3164849877357483,-0.02649274654686451,0.685951292514801,0.41504397988319397,-0.04571283236145973,0.6821643114089966,0.48036521673202515,-0.04342808201909065,0.7264002561569214,0.4073270559310913,0.008385449647903442,0.7356935739517212,0.35395359992980957,-0.04000720754265785,0.7301275730133057,0.4493176341056824,-0.03428663685917854,0.720764696598053,0.5044339895248413,-0.013836782425642014,0.7731106877326965,0.43204861879348755,-0.008032162673771381,0.7755402326583862,0.39155954122543335,-0.03260165825486183,0.7686097621917725,0.4585857391357422,-0.0187752116471529,0.7608556151390076,0.49578455090522766,0.0011187237687408924
